reactants,products
Cl[S:1](=[O:2])(=[O:3])[CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1.[NH2:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][o:16]1,[S:1](=[O:2])(=[O:3])([CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][CH2:9]1)[NH:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][o:16]1
O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([CH2:7][n:8]2[n:9][c:10]([CH:11]3[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]3)[cH:17][c:18]2-[c:19]2[cH:20][cH:21][c:22]([O:23][C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]2)[cH:30][cH:31]1.[NH2:32][c:33]1[n:34][n:35][n:36][nH:37]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([CH2:7][n:8]2[n:9][c:10]([CH:11]3[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]3)[cH:17][c:18]2-[c:19]2[cH:20][cH:21][c:22]([O:23][C:24]([F:25])([F:26])[F:27])[cH:28][cH:29]2)[cH:30][cH:31]1)[NH:32][c:33]1[n:34][n:35][n:36][nH:37]1
Cl[CH2:1][CH2:2][O:3][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][O:9]1.[CH:10]1=[C:11]([c:12]2[cH:13][nH:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]23)[CH2:21][CH2:22][NH:23][CH2:24]1,[CH2:1]([CH2:2][O:3][CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8][O:9]1)[N:23]1[CH2:22][CH2:21][C:11]([c:12]2[cH:13][nH:14][c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]23)=[CH:10][CH2:24]1
[N-]=[N+]=[N:1][CH:2]1[c:3]2[o:4][n:5][c:6]([CH3:7])[c:8]2-[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[C:15]([c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][cH:22]2)=[N:23]1,[NH2:1][CH:2]1[c:3]2[o:4][n:5][c:6]([CH3:7])[c:8]2-[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[C:15]([c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][cH:22]2)=[N:23]1
O[C:1]([c:2]1[cH:3][cH:4][c:5](-[n:6]2[c:7]3[c:8]([c:9]([CH:10]4[CH2:11][CH2:12]4)[n:13]2)[CH2:14][CH2:15][c:16]2[n:17][c:18]([NH:19][C:20]([CH3:21])=[O:22])[s:23][c:24]2-3)[c:25]([Cl:26])[cH:27]1)=[O:28].[CH3:29][NH:30][C@H:31]1[CH2:32][CH2:33][C@@H:34]([N:35]2[CH2:36][CH2:37][CH2:38][CH2:39]2)[CH2:40][CH2:41]1,[C:1]([c:2]1[cH:3][cH:4][c:5](-[n:6]2[c:7]3[c:8]([c:9]([CH:10]4[CH2:11][CH2:12]4)[n:13]2)[CH2:14][CH2:15][c:16]2[n:17][c:18]([NH:19][C:20]([CH3:21])=[O:22])[s:23][c:24]2-3)[c:25]([Cl:26])[cH:27]1)(=[O:28])[N:30]([CH3:29])[C@H:31]1[CH2:32][CH2:33][C@@H:34]([N:35]2[CH2:36][CH2:37][CH2:38][CH2:39]2)[CH2:40][CH2:41]1
O=[CH2:1].[CH3:2][CH2:3][CH2:4][CH2:5][CH2:6]/[CH:7]=[CH:8]\[CH2:9]/[CH:10]=[CH:11]\[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][O:20][CH:21]([O:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30]/[CH:31]=[CH:32]\[CH2:33]/[CH:34]=[CH:35]\[CH2:36][CH2:37][CH2:38][CH2:39][CH3:40])[C@H:41]1[CH2:42][CH2:43][CH2:44][NH:45]1,[CH3:1][N:45]1[C@@H:41]([CH:21]([O:20][CH2:19][CH2:18][CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12]/[CH:11]=[CH:10]\[CH2:9]/[CH:8]=[CH:7]\[CH2:6][CH2:5][CH2:4][CH2:3][CH3:2])[O:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30]/[CH:31]=[CH:32]\[CH2:33]/[CH:34]=[CH:35]\[CH2:36][CH2:37][CH2:38][CH2:39][CH3:40])[CH2:42][CH2:43][CH2:44]1
CC[O:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][N:10]1[C:11](=[O:12])[CH2:13][CH2:14][C@@H:15]1[CH2:16][CH2:17][CH:18]([OH:19])[c:20]1[cH:21][cH:22][c:23](-[c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]2[CH3:30])[o:31]1,[OH:1][C:2](=[O:3])[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][N:10]1[C:11](=[O:12])[CH2:13][CH2:14][C@@H:15]1[CH2:16][CH2:17][CH:18]([OH:19])[c:20]1[cH:21][cH:22][c:23](-[c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]2[CH3:30])[o:31]1
CC1(C)OB([c:1]2[cH:2][cH:3][c:4]([NH:5][c:6]3[o:7][c:8]4[c:9]([CH3:10])[cH:11][c:12]([CH3:13])[cH:14][c:15]4[n:16]3)[cH:17][cH:18]2)OC1(C)C.I[c:19]1[n:20][n:21]([CH:22]2[CH2:23][CH2:24][N:25]([CH3:26])[CH2:27][CH2:28]2)[c:29]2[c:30]1[c:31]([NH2:32])[n:33][cH:34][n:35]2,[c:1]1(-[c:19]2[n:20][n:21]([CH:22]3[CH2:23][CH2:24][N:25]([CH3:26])[CH2:27][CH2:28]3)[c:29]3[c:30]2[c:31]([NH2:32])[n:33][cH:34][n:35]3)[cH:2][cH:3][c:4]([NH:5][c:6]2[o:7][c:8]3[c:9]([CH3:10])[cH:11][c:12]([CH3:13])[cH:14][c:15]3[n:16]2)[cH:17][cH:18]1
Cl[CH2:1][CH2:2][O:3][c:4]1[cH:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][c:12](-[n:13]3[c:14]4[c:15]([c:16](=[O:17])[n:18]([C@@H:19]5[CH2:20][CH2:21][C@H:22]([NH:23][C:24](=[O:25])[c:26]6[cH:27][n:28]7[cH:29][c:30]([F:31])[cH:32][cH:33][c:34]7[n:35]6)[CH2:36][CH2:37]5)[c:38]3=[O:39])[cH:40][c:41]([F:42])[cH:43][n:44]4)[cH:45]2)[cH:46][cH:47]1.[CH3:48][NH2:49],[CH2:1]([CH2:2][O:3][c:4]1[cH:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][c:12](-[n:13]3[c:14]4[c:15]([c:16](=[O:17])[n:18]([C@H:19]5[CH2:20][CH2:21][C@@H:22]([NH:23][C:24](=[O:25])[c:26]6[cH:27][n:28]7[cH:29][c:30]([F:31])[cH:32][cH:33][c:34]7[n:35]6)[CH2:36][CH2:37]5)[c:38]3=[O:39])[cH:40][c:41]([F:42])[cH:43][n:44]4)[cH:45]2)[cH:46][cH:47]1)[NH:49][CH3:48]
O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([CH3:6])[n:7][c:8]1[NH2:9],[NH2:1][c:2]1[cH:3][cH:4][c:5]([CH3:6])[n:7][c:8]1[NH2:9]
O=[CH:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([O:7][CH2:8][CH2:9][N:10]2[CH2:11][CH2:12][O:13][CH2:14][CH2:15]2)[c:16]([CH3:17])[cH:18]1.[CH3:19][O:20][c:21]1[cH:22][c:23]([NH2:24])[c:25]([C:26]([NH2:27])=[O:28])[c:29]([O:30][CH3:31])[cH:32]1,[c:1]1(-[c:2]2[cH:3][c:4]([CH3:5])[c:6]([O:7][CH2:8][CH2:9][N:10]3[CH2:11][CH2:12][O:13][CH2:14][CH2:15]3)[c:16]([CH3:17])[cH:18]2)[n:24][c:23]2[cH:22][c:21]([O:20][CH3:19])[cH:32][c:29]([O:30][CH3:31])[c:25]2[c:26](=[O:28])[nH:27]1
[O:1]=[C:2]=[N:3][c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1.[OH:11][CH:12]1[CH2:13][O:14][C:15]([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)=[N:22][CH:23]1[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([Cl:8])[cH:9][cH:10]1)[O:11][CH:12]1[CH2:13][O:14][C:15]([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)=[N:22][CH:23]1[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1
Br[c:1]1[cH:2][cH:3][c:4]2[n:5][cH:6][c:7](-[c:8]3[c:9]([F:10])[cH:11][c:12]([Cl:13])[cH:14][cH:15]3)[n:16]2[cH:17]1.CC1(C)OB([c:18]2[cH:19][cH:20][n:21][n:22]2-[c:23]2[cH:24][cH:25][c:26]([Cl:27])[cH:28][cH:29]2)OC1(C)C,[c:1]1(-[c:18]2[cH:19][cH:20][n:21][n:22]2-[c:23]2[cH:24][cH:25][c:26]([Cl:27])[cH:28][cH:29]2)[cH:2][cH:3][c:4]2[n:5][cH:6][c:7](-[c:8]3[c:9]([F:10])[cH:11][c:12]([Cl:13])[cH:14][cH:15]3)[n:16]2[cH:17]1
Cl[CH2:1][CH2:2][CH2:3][CH2:4][C:5]([C:6]#[C:7][CH2:8][N:9]([CH2:10][CH3:11])[CH2:12][CH3:13])([CH3:14])[OH:15].[CH3:16][CH2:17][CH2:18][n:19]1[cH:20][n:21][c:22]2[c:23]1[c:24](=[O:25])[nH:26][c:27](=[O:28])[n:29]2[CH3:30],[CH2:1]([CH2:2][CH2:3][CH2:4][C:5]([C:6]#[C:7][CH2:8][N:9]([CH2:10][CH3:11])[CH2:12][CH3:13])([CH3:14])[OH:15])[n:26]1[c:24](=[O:25])[c:23]2[n:19]([CH2:18][CH2:17][CH3:16])[cH:20][n:21][c:22]2[n:29]([CH3:30])[c:27]1=[O:28]
Br[c:1]1[cH:2][cH:3][c:4]2[n:5][cH:6][c:7]([C:8](=[O:9])[CH:10]3[CH2:11][CH2:12]3)[c:13]([NH:14][c:15]3[cH:16][cH:17][c:18]([O:19][CH2:20][CH2:21][N:22]([CH3:23])[CH3:24])[n:25][cH:26]3)[c:27]2[cH:28]1.CC1(C)OB([c:29]2[cH:30][c:31]([F:32])[c:33]([OH:34])[c:35]([Cl:36])[cH:37]2)OC1(C)C,[c:1]1(-[c:29]2[cH:30][c:31]([F:32])[c:33]([OH:34])[c:35]([Cl:36])[cH:37]2)[cH:2][cH:3][c:4]2[n:5][cH:6][c:7]([C:8](=[O:9])[CH:10]3[CH2:11][CH2:12]3)[c:13]([NH:14][c:15]3[cH:16][cH:17][c:18]([O:19][CH2:20][CH2:21][N:22]([CH3:23])[CH3:24])[n:25][cH:26]3)[c:27]2[cH:28]1
C=CB1OB(C=C)OB([CH:2]=[CH2:1])O1.Cl[c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[n:9][c:10]([NH:11][C@H:12]([CH3:13])[CH:14]3[CH2:15][CH2:16]3)[n:17][c:18]([NH:19][C@H:20]([CH3:21])[CH:22]3[CH2:23][CH2:24]3)[n:25]2)[n:26]1,[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][cH:6][c:7](-[c:8]2[n:9][c:10]([NH:11][C@H:12]([CH3:13])[CH:14]3[CH2:15][CH2:16]3)[n:17][c:18]([NH:19][C@H:20]([CH3:21])[CH:22]3[CH2:23][CH2:24]3)[n:25]2)[n:26]1
O=[C:1]([c:2]1[cH:3][cH:4][c:5]([CH:6]([CH3:7])[NH:8][C:9](=[O:10])[O:11][C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][cH:17]1)[C:18]([F:19])([F:20])[F:21].[NH2:22][OH:23],[C:1]([c:2]1[cH:3][cH:4][c:5]([CH:6]([CH3:7])[NH:8][C:9](=[O:10])[O:11][C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16][cH:17]1)([C:18]([F:19])([F:20])[F:21])=[N:22][OH:23]
Br[c:1]1[c:2]2[n:3][c:4]([Cl:5])[n:6][n:7]2[cH:8][cH:9][cH:10]1.[CH3:11][N:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[CH2:19][NH2:20])[S:21]([CH3:22])(=[O:23])=[O:24],[c:1]1([NH:20][CH2:19][c:18]2[c:13]([N:12]([CH3:11])[S:21]([CH3:22])(=[O:23])=[O:24])[cH:14][cH:15][cH:16][cH:17]2)[c:2]2[n:3][c:4]([Cl:5])[n:6][n:7]2[cH:8][cH:9][cH:10]1
Cl[c:1]1[n:2][c:3]([NH:4][CH2:5][c:6]2[cH:7][cH:8][c:9]([Cl:10])[c:11]([Cl:12])[cH:13]2)[c:14]2[cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[s:21][c:22]2[n:23]1.[cH:24]1[n:25][cH:26][nH:27][n:28]1,[c:1]1(-[n:27]2[cH:26][n:25][cH:24][n:28]2)[n:2][c:3]([NH:4][CH2:5][c:6]2[cH:7][cH:8][c:9]([Cl:10])[c:11]([Cl:12])[cH:13]2)[c:14]2[cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[s:21][c:22]2[n:23]1
CC(C)(C)[Si](C)(C)[O:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH:6]([NH:7][C:8](=[O:9])[O:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:18][CH2:19][CH2:20]1,[OH:1][CH:2]1[CH2:3][CH2:4][CH2:5][CH:6]([NH:7][C:8](=[O:9])[O:10][CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:18][CH2:19][CH2:20]1
Br[CH2:1][C:2]#[N:3].[CH3:4][O:5][c:6]1[cH:7][cH:8][c:9]([S:10](=[O:11])(=[O:12])[N:13]2[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]2)[cH:19][cH:20]1,[CH2:1]([C:2]#[N:3])[N:16]1[CH2:15][CH2:14][N:13]([S:10]([c:9]2[cH:8][cH:7][c:6]([O:5][CH3:4])[cH:20][cH:19]2)(=[O:11])=[O:12])[CH2:18][CH2:17]1
CCO[C:1](=[O:2])/[CH:3]=[CH:4]/[c:5]1[cH:6][c:7]([S:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:16][cH:17][c:18]1[NH:19][c:20]1[cH:21][c:22]([F:23])[c:24]([Br:25])[cH:26][c:27]1[CH3:28],[c:1]1(=[O:2])[cH:3][cH:4][c:5]2[cH:6][c:7]([S:8][CH2:9][c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16][cH:17][c:18]2[n:19]1-[c:20]1[cH:21][c:22]([F:23])[c:24]([Br:25])[cH:26][c:27]1[CH3:28]
O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[c:12]1[Cl:13].[CH3:14][C:15](=[O:16])[NH:17][c:18]1[n:19][c:20]2[cH:21][n:22][c:23]([NH:24][c:25]3[cH:26][c:27]([NH2:28])[cH:29][cH:30][c:31]3[CH3:32])[n:33][c:34]2[s:35]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][c:7]([C:8]([F:9])([F:10])[F:11])[c:12]1[Cl:13])[NH:28][c:27]1[cH:26][c:25]([NH:24][c:23]2[n:22][cH:21][c:20]3[n:19][c:18]([NH:17][C:15]([CH3:14])=[O:16])[s:35][c:34]3[n:33]2)[c:31]([CH3:32])[cH:30][cH:29]1
Cl[CH2:1][CH2:2][N:3]1[CH2:4][CH2:5][O:6][CH2:7][CH2:8]1.[O:9]=[c:10]1[c:11]2[c:12]([o:13][c:14]3[cH:15][c:16]([OH:17])[cH:18][cH:19][c:20]13)[C:21](=[CH:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[CH2:29][CH2:30]2,[CH2:1]([CH2:2][N:3]1[CH2:4][CH2:5][O:6][CH2:7][CH2:8]1)[O:17][c:16]1[cH:15][c:14]2[o:13][c:12]3[c:11]([c:10](=[O:9])[c:20]2[cH:19][cH:18]1)[CH2:30][CH2:29][C:21]3=[CH:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1
F[c:1]1[c:2]([CH:3]=[O:4])[cH:5][cH:6][cH:7][cH:8]1.[CH3:9][C:10]([CH3:11])([CH3:12])[O:13][C:14](=[O:15])[N:16]1[CH2:17][CH:18]([OH:19])[CH2:20]1,[c:1]1([O:19][CH:18]2[CH2:17][N:16]([C:14]([O:13][C:10]([CH3:9])([CH3:11])[CH3:12])=[O:15])[CH2:20]2)[c:2]([CH:3]=[O:4])[cH:5][cH:6][cH:7][cH:8]1
Cl[CH2:1][CH2:2][NH2:3].[F:4][c:5]1[cH:6][c:7]2[cH:8][cH:9][nH:10][c:11]2[cH:12][c:13]1[Cl:14],[CH2:1]([CH2:2][NH2:3])[n:10]1[cH:9][cH:8][c:7]2[cH:6][c:5]([F:4])[c:13]([Cl:14])[cH:12][c:11]21
O[CH:1]=[C:2]1[c:3]2[cH:4][cH:5][c:6]([C:7]([c:8]3[cH:9][cH:10][cH:11][c:12]([NH:13][C:14]([c:15]4[n:16]([CH3:17])[n:18][c:19]([C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24]4)=[O:25])[cH:26]3)=[O:27])[cH:28][c:29]2[NH:30][C:31]1=[O:32].[CH3:33][N:34]1[CH2:35][CH2:36][N:37]([c:38]2[cH:39][cH:40][c:41]([NH2:42])[cH:43][cH:44]2)[CH2:45][CH2:46]1,[CH:1](=[C:2]1[c:3]2[cH:4][cH:5][c:6]([C:7]([c:8]3[cH:9][cH:10][cH:11][c:12]([NH:13][C:14]([c:15]4[n:16]([CH3:17])[n:18][c:19]([C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24]4)=[O:25])[cH:26]3)=[O:27])[cH:28][c:29]2[NH:30][C:31]1=[O:32])[NH:42][c:41]1[cH:40][cH:39][c:38]([N:37]2[CH2:36][CH2:35][N:34]([CH3:33])[CH2:46][CH2:45]2)[cH:44][cH:43]1
Cl[S:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][c:8]([CH2:9][CH3:10])[c:11](=[O:12])[nH:13][c:14]2[CH3:15])[s:16]1)(=[O:17])=[O:18].[NH2:19][CH2:20][CH2:21][CH2:22][N:23]1[CH2:24][CH2:25][CH2:26][C:27]1=[O:28],[S:1]([c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][c:8]([CH2:9][CH3:10])[c:11](=[O:12])[nH:13][c:14]2[CH3:15])[s:16]1)(=[O:17])(=[O:18])[NH:19][CH2:20][CH2:21][CH2:22][N:23]1[CH2:24][CH2:25][CH2:26][C:27]1=[O:28]
Br[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]([Cl:8])[cH:9][n:10]1.[CH:11]#[C:12][C:13]([CH3:14])([CH3:15])[OH:16],[c:1]1([C:11]#[C:12][C:13]([CH3:14])([CH3:15])[OH:16])[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]([Cl:8])[cH:9][n:10]1
CCO[C:1](=[O:2])[c:3]1[cH:4][n:5]([CH:6]2[CH2:7][CH2:8]2)[c:9]2[cH:10][cH:11][c:12]([I:13])[cH:14][c:15]2[c:16]1=[O:17].[NH2:18][CH2:19][c:20]1[cH:21][cH:22][c:23]([Cl:24])[cH:25][cH:26]1,[C:1](=[O:2])([c:3]1[cH:4][n:5]([CH:6]2[CH2:7][CH2:8]2)[c:9]2[cH:10][cH:11][c:12]([I:13])[cH:14][c:15]2[c:16]1=[O:17])[NH:18][CH2:19][c:20]1[cH:21][cH:22][c:23]([Cl:24])[cH:25][cH:26]1
Br[c:1]1[c:2]([O:3][c:4]2[cH:5][cH:6][n:7][c:8]3[cH:9][c:10]([O:11][CH3:12])[c:13]([O:14][CH3:15])[cH:16][c:17]23)[cH:18][cH:19][c:20]([CH3:21])[cH:22]1.Cl[C:23](=[O:24])[CH:25]1[CH2:26][CH2:27][CH2:28][CH2:29][CH2:30]1,[c:1]1([C:23](=[O:24])[CH:25]2[CH2:26][CH2:27][CH2:28][CH2:29][CH2:30]2)[c:2]([O:3][c:4]2[cH:5][cH:6][n:7][c:8]3[cH:9][c:10]([O:11][CH3:12])[c:13]([O:14][CH3:15])[cH:16][c:17]23)[cH:18][cH:19][c:20]([CH3:21])[cH:22]1
Br[c:1]1[cH:2][c:3]([O:4][CH2:5][c:6]2[cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12][cH:13]2)[cH:14][c:15]([S:16]([CH3:17])(=[O:18])=[O:19])[cH:20]1.CC1(C)OB([c:21]2[cH:22][n:23]([CH3:24])[c:25](=[O:26])[c:27]3[c:28]2[cH:29][cH:30][o:31]3)OC1(C)C,[c:1]1(-[c:21]2[cH:22][n:23]([CH3:24])[c:25](=[O:26])[c:27]3[c:28]2[cH:29][cH:30][o:31]3)[cH:2][c:3]([O:4][CH2:5][c:6]2[cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12][cH:13]2)[cH:14][c:15]([S:16]([CH3:17])(=[O:18])=[O:19])[cH:20]1
Cl[c:1]1[n:2][c:3]([NH:4][CH:5]2[CH2:6][CH:7]3[CH2:8][N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][CH:18]3[CH2:19]2)[c:20]([Cl:21])[cH:22][n:23]1.[NH2:24][c:25]1[cH:26][c:27]([CH:28]2[CH2:29][CH2:30]2)[nH:31][n:32]1,[c:1]1([NH:24][c:25]2[cH:26][c:27]([CH:28]3[CH2:29][CH2:30]3)[nH:31][n:32]2)[n:2][c:3]([NH:4][CH:5]2[CH2:6][CH:7]3[CH2:8][N:9]([C:10]([O:11][C:12]([CH3:13])([CH3:14])[CH3:15])=[O:16])[CH2:17][CH:18]3[CH2:19]2)[c:20]([Cl:21])[cH:22][n:23]1
[N-]=[N+]=[N:1][CH2:2][C@H:3]1[CH2:4][C@H:5]([NH:6][C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[CH2:14]1,[NH2:1][CH2:2][C@H:3]1[CH2:4][C@H:5]([NH:6][C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[CH2:14]1
O=S(=O)(O[c:1]1[c:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[c:8]([CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[Cl:16])[c:17]2[c:18]([n:19]1)[c:20]([F:21])[cH:22][c:23]([Cl:24])[cH:25]2)C(F)(F)F.[CH3:26][CH2:27][NH:28][CH3:29],[c:1]1([N:28]([CH2:27][CH3:26])[CH3:29])[c:2]([C:3]([O:4][CH2:5][CH3:6])=[O:7])[c:8]([CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[Cl:16])[c:17]2[c:18]([n:19]1)[c:20]([F:21])[cH:22][c:23]([Cl:24])[cH:25]2
O[C:1]([CH2:2][N:3]([CH3:4])[CH3:5])=[O:6].[NH2:7][c:8]1[n:9][cH:10][c:11](-[c:12]2[n:13][c:14]([N:15]3[CH2:16][CH2:17][O:18][CH2:19][CH2:20]3)[c:21]3[s:22][c:23]([CH2:24][N:25]4[CH2:26][CH2:27][NH:28][CH2:29][CH2:30]4)[cH:31][c:32]3[n:33]2)[cH:34][n:35]1,[C:1]([CH2:2][N:3]([CH3:4])[CH3:5])(=[O:6])[N:28]1[CH2:27][CH2:26][N:25]([CH2:24][c:23]2[s:22][c:21]3[c:14]([N:15]4[CH2:16][CH2:17][O:18][CH2:19][CH2:20]4)[n:13][c:12](-[c:11]4[cH:10][n:9][c:8]([NH2:7])[n:35][cH:34]4)[n:33][c:32]3[cH:31]2)[CH2:30][CH2:29]1
[NH2:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[CH2:7][CH2:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[CH2:15]2)[c:16]([F:17])[cH:18]1.[O:19]=[C:20]=[N:21][c:22]1[cH:23][cH:24][c:25]([Cl:26])[cH:27][cH:28]1,[NH:1]([c:2]1[cH:3][cH:4][c:5]([N:6]2[CH2:7][CH2:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[CH2:15]2)[c:16]([F:17])[cH:18]1)[C:20](=[O:19])[NH:21][c:22]1[cH:23][cH:24][c:25]([Cl:26])[cH:27][cH:28]1
O[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][C:7](=[O:8])[O:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[cH:17][c:18]1[F:19])=[O:20].[CH3:21][O:22][C:23](=[O:24])[C@@H:25]([NH2:26])[CH2:27][OH:28],[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][C:7](=[O:8])[O:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[cH:17][c:18]1[F:19])(=[O:20])[NH:26][CH:25]([C:23]([O:22][CH3:21])=[O:24])[CH2:27][OH:28]
CC(C)(C)[O:1][C:2]([CH2:3][n:4]1[c:5]([CH3:6])[c:7]([C:8]2=[N:9][N:10]([CH2:11][c:12]3[c:13]([CH3:14])[n:15][o:16][c:17]3[CH3:18])[S:19](=[O:20])(=[O:21])[c:22]3[c:23]2[cH:24][cH:25][cH:26][cH:27]3)[c:28]2[c:29]1[cH:30][cH:31][c:32]([F:33])[cH:34]2)=[O:35],[OH:1][C:2]([CH2:3][n:4]1[c:5]([CH3:6])[c:7]([C:8]2=[N:9][N:10]([CH2:11][c:12]3[c:13]([CH3:14])[n:15][o:16][c:17]3[CH3:18])[S:19](=[O:20])(=[O:21])[c:22]3[c:23]2[cH:24][cH:25][cH:26][cH:27]3)[c:28]2[c:29]1[cH:30][cH:31][c:32]([F:33])[cH:34]2)=[O:35]
Cl[c:1]1[n:2][cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14]2)[cH:15]1.[CH3:16][c:17]1[cH:18][s:19][c:20]([NH2:21])[n:22]1,[c:1]1([NH:21][c:20]2[s:19][cH:18][c:17]([CH3:16])[n:22]2)[n:2][cH:3][cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14]2)[cH:15]1
O=[CH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[OH:8].[O:9]=[c:10]1[cH:11][c:12]([N:13]2[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]2)[n:19][cH:20][nH:21]1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[OH:8])[N:16]1[CH2:15][CH2:14][N:13]([c:12]2[cH:11][c:10](=[O:9])[nH:21][cH:20][n:19]2)[CH2:18][CH2:17]1
[OH:1][CH2:2][c:3]1[s:4][c:5]2[n:6][cH:7][cH:8][cH:9][c:10]2[c:11]1[Br:12],[O:1]=[CH:2][c:3]1[s:4][c:5]2[n:6][cH:7][cH:8][cH:9][c:10]2[c:11]1[Br:12]
